Keyword,Software_Package,Identifier,Highlight,Citation,Bibcode,Alternate Bibcode,BibGroup,Publisher,Article_ID,DOI,Pub. Year,Author,Title
AstroPy,AstroPy,0,<em>http:&#x2F;&#x2F;www.astropy.org&#x2F;astroquery&#x2F;</em> Table 4 summarizes the results of the cross-matches and stands in for a machine-readable table,FALSE,2016ApJ...833..281K,2016arXiv160800978K,XMM|CfA,The Astrophysical Journal,2016arXiv160800978K|2016ApJ...833..281K|10.3847/1538-4357/833/2/281|arXiv:1608.00978|2016arXiv160800978K|10.3847/1538-4357/833/2/281,10.3847/1538-4357/833/2/281,2016,"Kado-Fong, E.",M Dwarf Activity in the Pan-STARRS1 Medium-Deep Survey: First Catalog and Rotation Periods
AstroPy,AstroPy,0,-template and is fully compatible with the <em>ASTROPY</em> ecosystem. In the following we describe the input files,FALSE,2018A&A...609A.101S,2017arXiv171002419S,ESO/Telescopes|ALMA,Astronomy and Astrophysics,2017arXiv171002419S|2018A&A...609A.101S|10.1051/0004-6361/201730425|2017arXiv171002419S|10.1051/0004-6361/201730425|arXiv:1710.02419,10.1051/0004-6361/201730425,2018,"Sánchez-Monge, Á.",STATCONT: A statistical continuum level determination method for line-rich sources
AstroPy,AstroPy,0,"et al. 2018, <em>astropy&#x2F;photutils:</em> v0.5, doi:10.5281&#x2F;zenodo.1340699 Choi, J., Dotter, A., Conroy, C.,",FALSE,2018arXiv180911116B,,,arXiv e-prints,2018arXiv180911116B|arXiv:1809.11116,,2018,"Berardo, David",Revisiting the HIP41378 system with K2 and Spitzer
AstroPy,AstroPy,0,between the band names and the corresponding wavelengths. The table has been created using <em>Astropy</em> and extracting,FALSE,2018P&SS..150..141M,,,Planetary and Space Science,2018P&SS..150..141M|10.1016/j.pss.2017.09.007|10.1016/j.pss.2017.09.007,10.1016/j.pss.2017.09.007,2018,"Marco Figuera, R.","Online characterization of planetary surfaces: PlanetServer, an open-source analysis and visualization tool"
AstroPy,AstroPy,0,"makes use of <em>Astropy,</em> a community-developed core Python package for Astronomy, as well as SciPy and NumPy.",FALSE,2015arXiv150702664A,,,arXiv e-prints,2015arXiv150702664A|arXiv:1507.02664,,2015,"Adamow, M.",TAPAS - Tracking Advanced Planetary Systems with HARPS-N. II. Super Li-rich giant HD 107028
AstroPy,AstroPy,0,"are created from a package developed by us, implementing standard libraries such as Numpy, Scipy, <em>Astropy,</em>",FALSE,2018MNRAS.481.1469Z,2018MNRAS.tmp.2271Z|2018arXiv180809283Z,,Monthly Notices of the Royal Astronomical Society,2018MNRAS.tmp.2271Z|2018arXiv180809283Z|2018MNRAS.481.1469Z|10.1093/mnras/sty2369|10.1093/mnras/sty2369|arXiv:1808.09283|2018MNRAS.tmp.2271Z|2018arXiv180809283Z,10.1093/mnras/sty2369,2018,"Zhu, Bill",Studying quasar absorber host galaxy properties using image stacking technique
AstroPy,AstroPy,0,"this using the <em>astropy</em> convolution function for Python (Robitaille et al., 2013). This function allows for convolution",TRUE,2018arXiv180402303R,,,arXiv e-prints,2018arXiv180402303R|arXiv:1804.02303,,2018,"Roth, Nikolaj",Model-free reconstruction of magnetic correlations in frustrated magnets
AstroPy,AstroPy,0,"operations, and <em>astropy</em> [102, 103] for common astrophysics-specific operations. [40] F. Feroz and M. P.",FALSE,2018arXiv181102042A,,,arXiv e-prints,2018arXiv181102042A|arXiv:1811.02042,,2018,"Ashton, Gregory",Bilby: A user-friendly Bayesian inference library for gravitational-wave astronomy
AstroPy,AstroPy,0,"67.8kms1Mpc1), as implemented in the <em>astropy</em> cosmology package. The peak radio luminosity at frequencies",FALSE,2017MNRAS.464.2481G,2016arXiv160508437G,,Monthly Notices of the Royal Astronomical Society,2016arXiv160508437G|2017MNRAS.464.2481G|10.1093/mnras/stw2439|arXiv:1605.08437|2016arXiv160508437G|10.1093/mnras/stw2439,10.1093/mnras/stw2439,2017,"Generozov, A.",The influence of circumnuclear environment on the radio emission from TDE jets
AstroPy,AstroPy,0,were performed using the Python package <em>astropy</em> [129]. We assumed a cosmology with and =0.307 [130]. Figure 12,FALSE,2017CQGra..34j4001R,2016arXiv161109822R,,Classical and Quantum Gravity,2016arXiv161109822R|2017CQGra..34j4001R|10.1088/1361-6382/aa68a9|2016arXiv161109822R|10.1088/1361-6382/aa68a9|arXiv:1611.09822,10.1088/1361-6382/aa68a9,2017,"Rosswog, S.",Detectability of compact binary merger macronovae
AstroPy,AstroPy,0,".18.1 (?Pedregosa ?et al.; 2011), statsmodels 0.8.0 (?Seabold, Skipper, Perktold; 2010?), <em>astropy</em> 1.3.2 (?Aldcroft,",TRUE,2018arXiv180511557R,,,arXiv e-prints,2018arXiv180511557R|arXiv:1805.11557,,2018,"Rigobon, Daniel E","Winning Models for GPA, Grit, and Layoff in the Fragile Families Challenge"
AstroPy,AstroPy,0,"package uses the following packages: AstroPy1, NumPy2, and SciPy3. <em>AstroPy</em> was used for FITS file",FALSE,2016A&A...588A.140M,,HST,Astronomy and Astrophysics,2016A&A...588A.140M|10.1051/0004-6361/201527724|10.1051/0004-6361/201527724,10.1051/0004-6361/201527724,2016,"Meillier, Céline","SELFI: an object-based, Bayesian method for faint emission line source detection in MUSE deep field data cubes"
AstroPy,AstroPy,0,"we combined the VLA images in the L, C, and X bands to create a spectral index map, using <em>AstroPy</em> and SciPy",FALSE,2018MNRAS.476.2876R,2018arXiv180204417R|2018MNRAS.tmp..392R,Chandra|HST,Monthly Notices of the Royal Astronomical Society,2018arXiv180204417R|2018MNRAS.tmp..392R|10.1093/mnras/sty390|2018MNRAS.476.2876R|2018arXiv180204417R|arXiv:1802.04417|2018MNRAS.tmp..392R|10.1093/mnras/sty390,10.1093/mnras/sty390,2018,"Rampadarath, H.","Jets, arcs, and shocks: NGC 5195 at radio wavelengths"
AstroPy,AstroPy,0,which correspond to a circular area of 17 kpc diameter for (astropys FlatLambdaCDM; <em>Astropy</em> Collaboration et al.,TRUE,2016ApJ...832..175T,2016arXiv160905538T,HST,The Astrophysical Journal,2016arXiv160905538T|2016ApJ...832..175T|10.3847/0004-637X/832/2/175|arXiv:1609.05538|2016arXiv160905538T|10.3847/0004-637X/832/2/175,10.3847/0004-637X/832/2/175,2016,"Toy, Vicki L.",Exploring Damped Ly? System Host Galaxies Using Gamma-Ray Bursts
AstroPy,AstroPy,0,to pixel positions in the image using functions available in the <em>astropy</em> python library and then passed,FALSE,2018MNRAS.479.3858F,2018arXiv180210282F|2018MNRAS.tmp.1498F,,Monthly Notices of the Royal Astronomical Society,2018arXiv180210282F|2018MNRAS.tmp.1498F|2018MNRAS.479.3858F|10.1093/mnras/sty1579|10.1093/mnras/sty1579|2018arXiv180210282F|2018MNRAS.tmp.1498F|arXiv:1802.10282,10.1093/mnras/sty1579,2018,"Fu, Liping",Weak-lensing study in VOICE survey - I. Shear measurement
AstroPy,AstroPy,0,of 0.00010893 d. The analysis was performed using the <em>astropy</em>.stats.LombScargle package. We generated,FALSE,2017A&A...608A.124M,2017arXiv170900160M,ESO/Telescopes|Spitzer,Astronomy and Astrophysics,2017arXiv170900160M|2017A&A...608A.124M|10.1051/0004-6361/201731829|arXiv:1709.00160|2017arXiv170900160M|10.1051/0004-6361/201731829,10.1051/0004-6361/201731829,2017,"Mehner, A.",Spectroscopic and photometric oscillatory envelope variability during the S Doradus outburst of the luminous blue variable R71
AstroPy,AstroPy,0,"days. The color lines in the figure show the smoothed spectra, which are performed using <em>astropy</em>",FALSE,2015ApJ...814..108Y,2015arXiv150804420Y,Keck|HST,The Astrophysical Journal,2015arXiv150804420Y|2015ApJ...814..108Y|10.1088/0004-637X/814/2/108|2015arXiv150804420Y|arXiv:1508.04420|10.1088/0004-637X/814/2/108,10.1088/0004-637X/814/2/108,2015,"Yan, Lin",Detection of Broad H? Emission Lines in the Late-time Spectra of a Hydrogen-poor Superluminous Supernova
AstroPy,AstroPy,0,"’s Galactocentric phase space coordinates, we use the <em>astropy</em> (?) default values with peculiar motion v = (11.1,",TRUE,2018arXiv180704290L,,,arXiv e-prints,2018arXiv180704290L|arXiv:1807.04290,,2018,"Lancaster, Lachlan",The Halo's Ancient Metal-Rich Progenitor Revealed with BHB Stars
AstroPy,AstroPy,0,"Pierfederici, F., Pontzen, A., Ptak, A., Refsdal, B., Servillat, M., and Streicher, O., “<em>Astropy:</em> A community",FALSE,2016SPIE.9909E..58G,2016arXiv160908692G,,Adaptive Optics Systems V,2016arXiv160908692G|2016SPIE.9909E..58G|10.1117/12.2231905|arXiv:1609.08692|2016arXiv160908692G|10.1117/12.2231905,10.1117/12.2231905,2016,"Gerard, Benjamin L.",Planet detection down to a few ?/D: an RSDI/TLOCI approach to PSF subtraction
AstroPy,AstroPy,0,"reduction, such as NumPy, SciPy, Pandas, and <em>Astropy.</em> Python has developed momentum in the Astronomical",FALSE,2016SPIE.9913E..4AW,2016arXiv160801682W,,Software and Cyberinfrastructure for Astronomy IV,2016arXiv160801682W|2016SPIE.9913E..4AW|10.1117/12.2233076|10.1117/12.2233076|arXiv:1608.01682|2016arXiv160801682W,10.1117/12.2233076,2016,"Walth, Gregory",The Infrared Imaging Spectrograph (IRIS) for TMT: data reduction system
AstroPy,AstroPy,0,<em>(2013)RobitailleT.P.TollerudE.J.GreenfieldP.DroettboomM.BrayE.AldcroftT.DavisM.GinsburgA.Price-WhelanA.M.KerzendorfW.E.Astropy:</em> A community Python package for astronomyAstron. Astrophys.5582013A33Rose et al.,TRUE,2017A&C....20..140C,2017arXiv170105566C,,Astronomy and Computing,2017arXiv170105566C|2017A&C....20..140C|10.1016/j.ascom.2017.07.003|arXiv:1701.05566|10.1016/j.ascom.2017.07.003|2017arXiv170105566C,10.1016/j.ascom.2017.07.003,2017,"Cabral, J. B.",Corral framework: Trustworthy and fully functional data intensive parallel astronomical pipelines
AstroPy,AstroPy,0,"come from the Planck 2015 temperature and low- polarization results [61], , , , , , , , and , calculated using <em>astropy</em>",FALSE,2018PhRvD..97h3004C,2018arXiv180203537C,,Physical Review D,2018arXiv180203537C|2018PhRvD..97h3004C|10.1103/PhysRevD.97.083004|2018arXiv180203537C|10.1103/PhysRevD.97.083004|arXiv:1802.03537,10.1103/PhysRevD.97.083004,2018,"Charnock, Tom",Automatic physical inference with information maximizing neural networks
AstroPy,AstroPy,0,of the biweight estimator and bootstrap error approximations were carried out using the <em>astropy</em> library,FALSE,2015MNRAS.453.2718W,2015arXiv150801505W,Gemini|HST,Monthly Notices of the Royal Astronomical Society,2015arXiv150801505W|2015MNRAS.453.2718W|10.1093/mnras/stv1831|10.1093/mnras/stv1831|2015arXiv150801505W|arXiv:1508.01505,10.1093/mnras/stv1831,2015,"White, J. A.",Dynamical analysis of galaxy cluster merger Abell 2146
AstroPy,AstroPy,0,in detail. We use modules readily available in python modules including <em>astropy.</em> To determine the mass,FALSE,2018A&A...620A.141R,2018arXiv181006548R,Leiden Observatory|HST,Astronomy and Astrophysics,2018arXiv181006548R|2018A&A...620A.141R|10.1051/0004-6361/201834261|arXiv:1810.06548|10.1051/0004-6361/201834261|2018arXiv181006548R,10.1051/0004-6361/201834261,2018,"Ramsay, G.",Physical properties of AM CVn stars: New insights from Gaia DR2
AstroPy,AstroPy,0,after the convolutions described above. We carry out these photometric measurements using the <em>Astropy</em>-affiliated package,FALSE,2018ApJ...866..112G,2018arXiv180504118G,Subaru|Gemini,The Astrophysical Journal,2018arXiv180504118G|2018ApJ...866..112G|10.3847/1538-4357/aae0f4|10.3847/1538-4357/aae0f4|arXiv:1805.04118|2018arXiv180504118G,10.3847/1538-4357/aae0f4,2018,"Greco, Johnny P.",A Study of Two Diffuse Dwarf Galaxies in the Field
AstroPy,AstroPy,0,"the interface and plots, <em>astropy</em> and numpy for units and data mangement, galpy to construct the rotation",FALSE,2017arXiv170501665G,,,arXiv e-prints,2017arXiv170501665G|arXiv:1705.01665,,2017,"Granados, Andrés",GalRotpy: an educational tool to understand and parametrize the rotation curve and gravitational potential of disk-like galaxies
AstroPy,AstroPy,0,"data packages such as SunPy, <em>AstroPy,</em> NumPy would improve the development performance and guarantee",FALSE,2016arXiv161206656W,,,arXiv e-prints,2016arXiv161206656W|arXiv:1612.06656,,2016,"Wang, F.",Distributed Data-Processing Pipeline for Mingantu Ultrawide Spectral Radioheliograph
AstroPy,AstroPy,0,"using the astropypython package <em>(Astropy</em> Collaboration2013), whose set of libraries has been extensively",TRUE,2017MNRAS.472.4480I,2017arXiv170405509I,ESO/Telescopes|HST,Monthly Notices of the Royal Astronomical Society,2017arXiv170405509I|2017MNRAS.472.4480I|10.1093/mnras/stx2244|2017arXiv170405509I|arXiv:1704.05509|10.1093/mnras/stx2244,10.1093/mnras/stx2244,2017,"Izzo, L.",The MUSE view of the host galaxy of GRB 100316D
AstroPy,AstroPy,0,"written in Python (e.g., <em>Astropy</em> Collaboration, 2013) and IDL (e.g., Landsman, 1993). Very advanced",TRUE,2014A&C.....7..108S,2014arXiv1407.1765S,,Astronomy and Computing,2014arXiv1407.1765S|2014A&C.....7..108S|10.1016/j.ascom.2014.06.001|10.1016/j.ascom.2014.06.001|2014arXiv1407.1765S|arXiv:1407.1765,10.1016/j.ascom.2014.06.001,2014,"Škoda, P.",Spectroscopic analysis in the virtual observatory environment with SPLAT-VO
AstroPy,AstroPy,0,"the Python plotting library matplotlib, and <em>astropy,</em> a community-developed core Python package",FALSE,2015Sci...348..314T,2015arXiv150404021T,ESO/Telescopes|HST,Science,2015arXiv150404021T|2015Sci...348..314T|10.1126/science.1261094|2015arXiv150404021T|arXiv:1504.04021|10.1126/science.1261094,10.1126/science.1261094,2015,"Tacchella, S.",Evidence for mature bulges and an inside-out quenching phase 3 billion years after the Big Bang
AstroPy,AstroPy,0,(v2.8) • pandas (v0.18.0) • scikit-learn (v0.17.1) • <em>astropy</em> (v1.1.2) • lxml (v3.6.0) • astroquery,TRUE,2016SPIE.9913E..1VV,2016arXiv160509287V,,Software and Cyberinfrastructure for Astronomy IV,2016arXiv160509287V|2016SPIE.9913E..1VV|10.1117/12.2233619|arXiv:1605.09287|10.1117/12.2233619|2016arXiv160509287V,10.1117/12.2233619,2016,"Vagg, Daniel",GAVIP: a platform for Gaia data analysis
AstroPy,AstroPy,0,"astronomy projects given the immense amount of development on astronomy-centric packages such as <em>astropy,</em>",FALSE,2018ApJS..236....6G,2017arXiv171002145G,CfA,The Astrophysical Journal Supplement Series,2017arXiv171002145G|2018ApJS..236....6G|10.3847/1538-4365/aab761|2017arXiv171002145G|arXiv:1710.02145|10.3847/1538-4365/aab761,10.3847/1538-4365/aab761,2018,"Guillochon, James",MOSFiT: Modular Open Source Fitter for Transients
AstroPy,AstroPy,0,"including the python-based astronomy library astropy6 <em>(Astropy</em> Collaboration et#x00A0;al.#x00A0;2013),",TRUE,2017MNRAS.467.3576M,2016arXiv160909085M,Leiden Observatory|ESO/Telescopes,Monthly Notices of the Royal Astronomical Society,2016arXiv160909085M|2017MNRAS.467.3576M|10.1093/mnras/stx342|2016arXiv160909085M|10.1093/mnras/stx342|arXiv:1609.09085,10.1093/mnras/stx342,2017,"Morrison, C. B.",the-wizz: clustering redshift estimation for everyone
AstroPy,AstroPy,0,using a purpose-written Python script based on the Python module Astro-SCRAPPY11 11 https:&#x2F;&#x2F;github.com&#x2F;<em>astropy</em>,FALSE,2018ApJ...862..124R,2017arXiv171100876R,ESO/Telescopes|HST,The Astrophysical Journal,2017arXiv171100876R|2018ApJ...862..124R|10.3847/1538-4357/aac9c4|10.3847/1538-4357/aac9c4|2017arXiv171100876R|arXiv:1711.00876,10.3847/1538-4357/aac9c4,2018,"Ruiz-Lapuente, Pilar",No Surviving Companion in Kepler's Supernova
AstroPy,AstroPy,0,the flux densities using the assigned SI. The <em>astropy</em>.convolution 7 python library,FALSE,2017PASA...34....3L,2016arXiv161105534L,,Publications of the Astronomical Society of Australia,2016arXiv161105534L|2017PASA...34....3L|10.1017/pasa.2016.58|10.1017/pasa.2016.58|arXiv:1611.05534|2016arXiv161105534L,10.1017/pasa.2016.58,2017,"Line, J. L. B.",PUMA: The Positional Update and Matching Algorithm
AstroPy,AstroPy,0,))) * unit ( &quot; km &#x2F; s &quot; ) # adapted from <em>astropy</em> example all_dump [&quot; velocity_dispersion &quot; ]. append ( str_mass_in_gas ) ) * unit ( &quot; km &#x2F; s &quot; ) # adapted from <em>astropy</em> example all_dump [&quot; mass =0) &#x2F; total_mass_in_hatom ) ) * unit ( &quot; km &#x2F; s &quot; ) # adapted from <em>astropy</em> example else : mass &quot; ) # adapted from <em>astropy</em> example else : mass_weighted_velocity_dispersion_hp = 0.0 * unit ( &quot; km &#x2F;s&quot;),TRUE,2015MsT..........6B,2015MsT..........7B|2015PhDT.......285B,,Masters Thesis,2015MsT..........7B|2015PhDT.......285B|2015MsT..........6B|10.5281/zenodo.49764|10.5281/zenodo.49764|2015MsT..........7B|2015PhDT.......285B,10.5281/zenodo.49764,2015,"Bubel, André-Patrick",A supernova feedback implementation for the astrophysical simulation software Arepo
AstroPy,AstroPy,0,"( velocity ) ) ) * unit ( &quot; km &#x2F; s &quot; ) # adapted from <em>astropy</em> example all_dump [ &quot; v el o ci t y _d i sp e r &quot; ) # adapted from <em>astropy</em> example all_dump [ &quot; m a s s _ w e i g h t e d _ v e l o c i t y _ d i s p e r s i o () , axis =0) &#x2F; t ot a l _m a ss _ in _ h at o m ) ) * unit ( &quot; km &#x2F; s &quot; ) # adapted from <em>astropy</em> example () , axis =0) &#x2F; total_mass_in_hp ) ) * unit ( &quot; km &#x2F; s &quot; ) # adapted from <em>astropy</em> example else : m a s s",TRUE,2016arXiv160406071B,,,arXiv e-prints,2016arXiv160406071B|arXiv:1604.06071,,2016,"Bubel, André-Patrick",A supernova feedback implementation for the astrophysical simulation software Arepo
AstroPy,AstroPy,0,"that the users are already comfortable with such as TOPCAT (Taylor 2005), or libraries such as <em>Astropy</em> <em>(Astropy</em> J. L., et al. 2008, ApJS, 179, 326, doi: 10.1086&#x2F;592090 <em>Astropy</em> Collaboration, Robitaille, T. P.,",TRUE,2008arXiv0805.2366I,,,arXiv e-prints,2008arXiv0805.2366I|arXiv:0805.2366,,2008,"Ivezi?, Željko",LSST: from Science Drivers to Reference Design and Anticipated Data Products
AstroPy,AstroPy,0,"packages: <em>astropy</em> <em>(Astropy</em> Collaboration et al. 2018), astroplan (Morris et al. 2018) and aesop (Morris ApJ, 655, 233 Andrews, J. J., Chanamé, J., &amp; Agüeros, M. A. 2018, MNRAS, 473, 5393 <em>Astropy</em>",TRUE,2018arXiv181203154G,,,arXiv e-prints,2018arXiv181203154G|arXiv:1812.03154,,2018,"Gebran, Marwan",Pushing Automated Abundance Derivations Into the Cool Star Regime: A Test Using Three G and Two K Stars in Praesepe
AstroPy,AstroPy,0,"the financial support from China Scholarship Council (CSC). This research made use of <em>Astropy,</em> a community-developed core python package for Astronomy <em>(Astropy</em> Collaboration et al. 2013); numpy (Oliphant 2007); scipy A., et al. 2017, ApJS, 233, 25 <em>Astropy</em> Collaboration, Robitaille, T. P., Tollerud, E. J., et al. 2013, A&amp;A,",TRUE,2019arXiv190100856W,,,arXiv e-prints,2019arXiv190100856W|arXiv:1901.00856,,2019,"Westfall, Kyle B.",The Data Analysis Pipeline for the SDSS-IV MaNGA IFU Galaxy Survey: Overview
AstroPy,AstroPy,0,"Foundation grant GBMF 947. Software: <em>Astropy</em> <em>(Astropy</em> Collaboration et al. 2018), numpy (van der Walt <em>Astropy</em> Collaboration, Price-Whelan, A. M., Sip?cz, B. M., et al. 2018, AJ, 156, 123 Baxter, E. J.,",TRUE,2018arXiv181201679B,,,arXiv e-prints,2018arXiv181201679B|arXiv:1812.01679,,2018,"Bocquet, S.",Cluster Cosmology Constraints from the 2500 deg$^2$ SPT-SZ Survey: Inclusion of Weak Gravitational Lensing Data from Magellan and the Hubble Space Telescope
AstroPy,AstroPy,0,"or equivalently as the difference in C between both hypotheses, TS = C0 ? CS , tropy version 1.3 <em>(Astropy</em> we made extensive use of the Python packages Gammapy18 (Donath et al. 2015; Deil et al. 2017), Astropy19 <em>(Astropy</em>:&#x2F;&#x2F;simbad.u-strasbg.fr&#x2F;simbad 18 https:&#x2F;&#x2F;github.com&#x2F;gammapy&#x2F;gammapy 19 http:&#x2F;&#x2F;www.<em>astropy</em>.org 20 http G., &amp; Espinoza, C. M. 2016, The Astronomer’s Telegram, 9282 <em>Astropy</em> Collaboration, Robitaille, T. P.,",TRUE,2018A&A...612A...1H,2018arXiv180402432H,,Astronomy and Astrophysics,2018arXiv180402432H|2018A&A...612A...1H|10.1051/0004-6361/201732098|arXiv:1804.02432|10.1051/0004-6361/201732098|2018arXiv180402432H,10.1051/0004-6361/201732098,2018,H. E. S. S. Collaboration,The H.E.S.S. Galactic plane survey
AstroPy,AstroPy,0,"makes use of the amazing and epic <em>Astropy</em> (Robitaille et al. 2013), as well as PyAstronomy,1 PyKE (Still This research made use of <em>Astropy</em> (Robitaille et al. 2013), PyAstronomy (github.com&#x2F;sczesla&#x2F;PyAstronomy), PyKE matplotlib, scipy, pandas, <em>astropy</em> (Robitaille et al. 2013), and gaussfitter.4 To begin, BF python matplotlib, and <em>astropy</em> (Robitaille et al. 2013). Essentially, the user begins with several reduced 1D FITS",TRUE,2016PhDT........13R,,,Ph.D. Thesis,2016PhDT........13R|10.5281/zenodo.50996|10.5281/zenodo.50996,10.5281/zenodo.50996,2016,"Rawls, Meredith L.",Red Giants in Eclipsing Binaries as a Benchmark for Asteroseismology
AstroPy,AstroPy,0,"J. 775, L7 (2013). 180. M. Sullivan, et al., Astrophys. J. 732, 118 (2011). 22 181. The <em>Astropy</em> Universities, Inc. This research made use of <em>Astropy,</em> a community-developed core 76 Python package",TRUE,2018Sci...362..201D,2018arXiv181005181D,Keck|Gemini,Science,2018arXiv181005181D|2018Sci...362..201D|10.1126/science.aas8693|arXiv:1810.05181|2018arXiv181005181D|10.1126/science.aas8693,10.1126/science.aas8693,2018,"De, K.",A hot and fast ultra-stripped supernova that likely formed a compact neutron star binary
AstroPy,AstroPy,0,band. We then use the <em>astropy</em> <em>(Astropy</em> Collaboration et#x00A0;al.#x00A0;2013) sigma-clipping algorithm,TRUE,2017MNRAS.468.3071N,2017arXiv170304536N,Leiden Observatory|Keck,Monthly Notices of the Royal Astronomical Society,2017arXiv170304536N|2017MNRAS.468.3071N|10.1093/mnras/stx605|2017arXiv170304536N|10.1093/mnras/stx605|arXiv:1703.04536,10.1093/mnras/stx605,2017,"Nanayakkara, Themiya",ZFIRE: using H? equivalent widths to investigate the in situ initial mass function at z ? 2
AstroPy,AstroPy,0,"also made use of <em>Astropy</em> <em>(http:&#x2F;&#x2F;www.astropy.org).</em> Meixner, Indebetouw, and Nayak were supported by NSF grant",TRUE,2016arXiv160805451N,,,arXiv e-prints,2016arXiv160805451N|arXiv:1608.05451,,2016,"Nayak, Omnarayani",Studying Relation Between Star Formation and Molecular Clumps on Subparsec Scales in 30 Doradus
AstroPy,AstroPy,0,"the Western Australian and Australian Governments. This research made use of <em>astropy,</em> a communitydeveloped core python package for Astronomy <em>(Astropy</em> Collaboration, 2013), along with aplpy, an open",TRUE,2017arXiv170703517D,,,arXiv e-prints,2017arXiv170703517D|arXiv:1707.03517,,2017,"Duchesne, S. W.",Diffuse galaxy cluster emission at 168 MHz within the Murchison Widefield Array Epoch of Reionization 0-hour field
AstroPy,AstroPy,0,"unit handling approach that would be seamlessly integrated with the units subsystem of the <em>Astropy</em> 2011, AIP Conf. Proc. 1389, 1586 [2] The <em>Astropy</em> collaboration, 2013, A&amp;A, 558, A33 [3] Aumer M.,",FALSE,2018arXiv180208255V,,,arXiv e-prints,2018arXiv180208255V|arXiv:1802.08255,,2018,"Vasiliev, Eugene",Agama reference documentation
AstroPy,AstroPy,0,this biweight estimator in the <em>AstroPy</em> package <em>(Astropy</em> Collaboration et al. 2013) and iteratively solved,TRUE,2016ApJ...833...15F,2016arXiv161000713F,,The Astrophysical Journal,2016arXiv161000713F|2016ApJ...833...15F|10.3847/0004-637X/833/1/15|10.3847/0004-637X/833/1/15|2016arXiv161000713F|arXiv:1610.00713,10.3847/0004-637X/833/1/15,2016,"Franck, J. R.",The Candidate Cluster and Protocluster Catalog (CCPC) II. Spectroscopically Identified Structures Spanning 2&lt; z &lt; 6.6
AstroPy,AstroPy,0,"(www.numpy.org), SciPy (www.scipy.org) and <em>AstroPy</em> <em>(http:&#x2F;&#x2F;www.astropy.</em> org). All plots in this paper are produced",TRUE,2018arXiv181203983K,,Leiden Observatory,arXiv e-prints,2018arXiv181203983K|arXiv:1812.03983,,2018,"Kannawadi, Arun",Towards emulating cosmic shear data: Revisiting the calibration of the shear measurements for the Kilo-Degree Survey
AstroPy,AstroPy,0,"the python package <em>astropy,</em> define ?m to be ?c + ?b only. 7 Numerically, by setting ?m221 1, the equations",FALSE,2018JCAP...03..049L,2017arXiv171110524L,,Journal of Cosmology and Astro-Particle Physics,2017arXiv171110524L|2018JCAP...03..049L|10.1088/1475-7516/2018/03/049|2017arXiv171110524L|arXiv:1711.10524|10.1088/1475-7516/2018/03/049,10.1088/1475-7516/2018/03/049,2018,"Liu, Jia",MassiveNuS: cosmological massive neutrino simulations
AstroPy,AstroPy,0,"Numpy (Oliphant 2006), <em>Astropy</em> (Price-Whelan et al. 2018), Matplotlib (Hunter 2007) APPENDIX",TRUE,2018arXiv181208860P,,,arXiv e-prints,2018arXiv181208860P|arXiv:1812.08860,,2018,"Pearce, Logan A.",Orbital Motion of the Wide Planetary-Mass Companion GSC 6214-210 b: No Evidence for Dynamical Scattering
AstroPy,AstroPy,0,"This research has made use of the following python packages: matplotlib, pandas, scipy and <em>astropy.</em> REFERENCES",FALSE,2018SPIE10703E..2AM,2018arXiv180605370M,,Adaptive Optics Systems VI,2018arXiv180605370M|2018SPIE10703E..2AM|10.1117/12.2311499|10.1117/12.2311499|2018arXiv180605370M|arXiv:1806.05370,10.1117/12.2311499,2018,"Milli, J.","Low wind effect on VLT/SPHERE: impact, mitigation strategy, and results"
AstroPy,AstroPy,0,"give the Galactic longitude (ell), Galactic latitude (b), which is converted from agr and using the Python <em>Astropy</em>",TRUE,2018ApJ...865...65C,2018arXiv180302878C,,The Astrophysical Journal,2018arXiv180302878C|2018ApJ...865...65C|10.3847/1538-4357/aada06|2018arXiv180302878C|arXiv:1803.02878|10.3847/1538-4357/aada06,10.3847/1538-4357/aada06,2018,"Costa, Allison H.",A Faraday Rotation Study of the Stellar Bubble and H II Region Associated with the W4 Complex
AstroPy,AstroPy,0,the dotAstronomy 7 or <em>Astropy</em> 8 conference series). The identification of key ingredients to be swapped,FALSE,2016PASA...33...53H,2016arXiv160801315H,Leiden Observatory,Publications of the Astronomical Society of Australia,2016arXiv160801315H|2016PASA...33...53H|10.1017/pasa.2016.45|arXiv:1608.01315|10.1017/pasa.2016.45|2016arXiv160801315H,10.1017/pasa.2016.45,2016,"Haworth, Thomas J.",Grand Challenges in Protoplanetary Disc Modelling
AstroPy,AstroPy,0,"of <em>astropy,</em> a community-developed core python package for Astronomy (Collaboration etal. 2013). The results",TRUE,2018MNRAS.476.3063H,2018MNRAS.tmp..273H|2017arXiv170805681H,,Monthly Notices of the Royal Astronomical Society,2018MNRAS.tmp..273H|2017arXiv170805681H|2018MNRAS.476.3063H|10.1093/mnras/sty271|2018MNRAS.tmp..273H|arXiv:1708.05681|10.1093/mnras/sty271|2017arXiv170805681H,10.1093/mnras/sty271,2018,"Hložek, Renée",Using the full power of the cosmic microwave background to probe axion dark matter
