Software_name,File_name,Article_id,Alias,ID,XML_tag1,XML_tag2,XML_tag1_content,XML_tag2_content,Publication_year,Journal_title,Publisher
RADMC-3D,apj_804_2_143.xml,"apj511250, 10.1088/0004-637X/804/2/143, 511250, ApJ96730",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apj_808_1_102.xml,"apj515596, 10.1088/0004-637X/808/1/102, 515596, ApJ95863",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apj_810_1_6.xml,"apj517983, 10.1088/0004-637X/810/1/6, 517983, ApJ99398",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apj_818_1_22.xml,"apj522354, 10.3847/0004-637X/818/1/22, 522354, ApJ100460",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apj_821_2_80.xml,"apj523148, 10.3847/0004-637X/821/2/80, 523148, ApJ102110",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apj_823_1_58.xml,"apj523346, 10.3847/0004-637X/823/1/58, 523346, ApJ100937",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apj_823_2_160.xml,"apj523630, 10.3847/0004-637X/823/2/160, 523630, ApJ101554",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apj_823_2_79.xml,"apj523333, 10.3847/0004-637X/823/2/79, 523333, ApJ101883",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apj_831_2_200.xml,"apjaa3e98, 10.3847/0004-637X/831/2/200, aa3e98, ApJ101943",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apj_836_1_118.xml,"apjaa5a05, 10.3847/1538-4357/836/1/118, aa5a05, AAS03238",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apj_838_1_62.xml,"apjaa64da, 10.3847/1538-4357/aa64da, aa64da, AAS03966",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apj_849_1_3.xml,"apjaa8666, 10.3847/1538-4357/aa8666, aa8666, AAS06222",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apj_849_2_143.xml,"apjaa886a, 10.3847/1538-4357/aa886a, aa886a, AAS05793",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apj_851_2_115.xml,"apjaa9e06, 10.3847/1538-4357/aa9e06, aa9e06, AAS06415",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apj_854_1_56.xml,"apjaaa769, 10.3847/1538-4357/aaa769, aaa769, AAS08472",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2018,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apj_855_1_44.xml,"apjaaacd3, 10.3847/1538-4357/aaacd3, aaacd3, AAS07812",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2018,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apj_856_2_103.xml,"apjaaaae7, 10.3847/1538-4357/aaaae7, aaaae7, AAS08110",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2018,The Astrophysical Journal,The American Astronomical Society
RADMC-3D,apjl_710_2_167.xml,"apjl332686, ASJOAB, 10.1088/2041-8205/710/2/L167, 332686",10.1051/0004-6361:20031768,1,ext-link,nlm-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2010,The Astrophysical Journal Letters,The American Astronomical Society
RADMC-3D,apjl_722_1_33.xml,"apjl367726, ASJOAB, 10.1088/2041-8205/722/1/L33, 367726",10.1051/0004-6361:20031768,1,ext-link,nlm-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2010,The Astrophysical Journal Letters,The American Astronomical Society
RADMC-3D,apjl_723_2_243.xml,"apjl340339, ASJOAB, 10.1088/2041-8205/723/2/L243, 340339",10.1051/0004-6361:20031768,1,ext-link,nlm-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name><",2010,The Astrophysical Journal Letters,The American Astronomical Society
RADMC-3D,apjl_754_1_18.xml,"apjl436928, ASJOAB, 10.1088/2041-8205/754/1/L18, 436928",10.1051/0004-6361:20031768,1,ext-link,nlm-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name><",2012,The Astrophysical Journal Letters,The American Astronomical Society
RADMC-3D,apjl_758_1_19.xml,"apjl442261, ASJOAB, 10.1088/2041-8205/758/1/L19, 442261",10.1051/0004-6361:20031768,1,ext-link,nlm-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name><",2012,The Astrophysical Journal Letters,The American Astronomical Society
RADMC-3D,apjl_798_1_2.xml,"apjl506119, ASJOAB, 10.1088/2041-8205/798/1/L2, 506119, LET31847",10.1051/0004-6361:20031768,1,ext-link,nlm-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name><",2015,The Astrophysical Journal Letters,The American Astronomical Society
RADMC-3D,apjs_195_2_21.xml,"apjs396550, ASJOAB, 10.1088/0067-0049/195/2/21, 396550",10.1051/0004-6361:20031768,1,ext-link,nlm-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name><",2011,The Astrophysical Journal Supplement Series,The American Astronomical Society
RADMC-3D,apjs_205_1_5.xml,"apjs459664, ASJOAB, 10.1088/0067-0049/205/1/5, 459664",10.1051/0004-6361:20031768,1,ext-link,nlm-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name><",2013,The Astrophysical Journal Supplement Series,The American Astronomical Society
RADMC-3D,apjs_217_1_6.xml,"apjs508869, 10.1088/0067-0049/217/1/6, 508869, ApJS97150",10.1051/0004-6361:20031768,1,pub-id,element-citation,10.1051/0004-6361:20031768,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal Supplement Series,The American Astronomical Society
