Software_name,File_name,Article_id,Alias,ID,XML_tag1,XML_tag2,XML_tag1_content,XML_tag2_content,Publication_year,Journal_title,Publisher
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,"Figure <xref ref-type=""fig"" rid=""apj520228f2"">2</x","
<label>2.3.</label>
<title>ASAS</title>
<p><itali",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,"At our request, A. Henden has put the Stingray in ","
<label>2.4.</label>
<title>APASS</title>
<p><ital",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,"At our request, A. Henden has put the Stingray in ","
<label>2.4.</label>
<title>APASS</title>
<p><ital",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The <italic>APASS</italic> magnitudes extends the ,"
<label>2.4.</label>
<title>APASS</title>
<p><ital",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,"Bobrowsky et al. (<xref ref-type=""bibr"" rid=""apj52","
<label>2.6.</label>
<title>Additional Optical Mag",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,"The <italic>ATCA</italic> radio light curve, from ","
<label>2.7.</label>
<title>Infrared and Radio Bri",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,It is possible that the Stingray might have an AGB,"
<label>3.</label>
<title>IMAGES</title>
<p>Roughl",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,It is possible that the Stingray might have an AGB,"
<label>3.</label>
<title>IMAGES</title>
<p>Roughl",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,It is possible that the Stingray might have an AGB,"
<label>3.</label>
<title>IMAGES</title>
<p>Roughl",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,"Our DECam images in <italic>u</italic>â€², <italic>g","
<label>3.1.</label>
<title>DECam Images</title>
<",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The SHASSA is a robotic wide-angle CCD survey in t,"
<label>3.2.</label>
<title>SHASSA Images</title>
",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,"From 1889 to 1980, the Stingray's central star exh","
<label>4.</label>
<title>LIGHT CURVE ANALYSIS FOR",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,How can the Stingray star have â€œanticipatedâ€ the 1,"
<label>4.</label>
<title>LIGHT CURVE ANALYSIS FOR",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,"Handler (<xref ref-type=""bibr"" rid=""apj520228bib17","
<label>4.</label>
<title>LIGHT CURVE ANALYSIS FOR",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,"Handler (<xref ref-type=""bibr"" rid=""apj520228bib17","
<label>4.</label>
<title>LIGHT CURVE ANALYSIS FOR",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The fast decline for the light from the central st,"
<label>4.</label>
<title>LIGHT CURVE ANALYSIS FOR",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The <italic>V</italic>-band light curve (essential,"
<label>5.</label>
<title>THE FADING NEBULA</title",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The fading of the nebula is also seen for waveleng,"
<label>5.</label>
<title>THE FADING NEBULA</title",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,"For the usual nebula conditions, the recombination","
<label>5.</label>
<title>THE FADING NEBULA</title",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,"With the results from this paper, we can construct","
<label>6.</label>
<title>EVOLUTION THROUGH THE HR",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,"With the results from this paper, we can construct","
<label>6.</label>
<title>EVOLUTION THROUGH THE HR",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,"With the results from this paper, we can construct","
<label>6.</label>
<title>EVOLUTION THROUGH THE HR",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,caption,The observed vs. theoretical evolutionary paths fo,"
<p>The observed vs. theoretical evolutionary path",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,caption,The observed vs. theoretical evolutionary paths fo,"
<p>The observed vs. theoretical evolutionary path",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,caption,The observed vs. theoretical evolutionary paths fo,"
<p>The observed vs. theoretical evolutionary path",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,caption,Stingray Evolution,"
<p>Stingray Evolution</p>
",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The default or common idea is that the Stingray ce,"
<label>6.</label>
<title>EVOLUTION THROUGH THE HR",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The default or common idea is that the Stingray ce,"
<label>6.</label>
<title>EVOLUTION THROUGH THE HR",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The default or common idea is that the Stingray ce,"
<label>6.</label>
<title>EVOLUTION THROUGH THE HR",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The comparison between the observed and theoretica,"
<label>6.</label>
<title>EVOLUTION THROUGH THE HR",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,We can point to two major discrepancies between me,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,A fundamental problem posed by the Stingray is the,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,A higher fundamental problem of the Stingray is th,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,A higher fundamental problem of the Stingray is th,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The first possibility of the nature of the Stingra,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The first possibility of the nature of the Stingra,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The first possibility of the nature of the Stingra,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The first possibility of the nature of the Stingra,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The second possibility is that the Stingray is a p,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The second possibility is that the Stingray is a p,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The second possibility is that the Stingray is a p,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The second possibility is that the Stingray is a p,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The third possibility is that the Stingray is not ,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The third possibility is that the Stingray is not ,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The third possibility is that the Stingray is not ,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,The third possibility is that the Stingray is not ,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,After considering all proposals for the nature of ,"
<label>7.</label>
<title>FUNDAMENTAL PROBLEMS</ti",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_812_2_133.xml,"apj520228, 10.1088/0004-637X/812/2/133, 520228, ApJ99468",Stingray,0,p,sec,We can propose four sets of observations that are ,"
<label>8.</label>
<title>CRITICAL OBSERVATIONS</t",2015,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_838_1_71.xml,"apjaa64d0, 10.3847/1538-4357/aa64d0, aa64d0, AAS03697",Stingray,0,article-title,title-group,Physical Properties of the Very Young PN Hen3-1357,"
<article-title>Physical Properties of the Very Yo",2017,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_838_1_71.xml,"apjaa64d0, 10.3847/1538-4357/aa64d0, aa64d0, AAS03697",Stingray,0,alt-title,title-group,Physical Properties of the Very Young PN Hen3-1357,"
<article-title>Physical Properties of the Very Yo",2017,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_838_1_71.xml,"apjaa64d0, 10.3847/1538-4357/aa64d0, aa64d0, AAS03697",Stingray,0,p,abstract,We carried out a detailed analysis of the interest,"
<title>Abstract</title>
<p>We carried out a detai",2017,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_838_1_71.xml,"apjaa64d0, 10.3847/1538-4357/aa64d0, aa64d0, AAS03697",Stingray,0,p,sec,Planetary nebula (PN) is the next evolutionary sta,"
<label>1.</label>
<title>Introduction</title>
<p>",2017,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_838_1_71.xml,"apjaa64d0, 10.3847/1538-4357/aa64d0, aa64d0, AAS03697",Stingray,0,p,sec,The weather condition was stable and clear through,"
<label>2.2.</label>
<title>MPG ESO 2.2 m FEROS Sp",2017,The Astrophysical Journal,The American Astronomical Society
Stingray,apj_844_1_5.xml,"apjaa7897, 10.3847/1538-4357/aa7897, aa7897, AAS03074",stingray,0,p,caption,"Left: <italic>XMM</italic>-MOS merged, exposure-co","
<p>Left: <italic>XMM</italic>-MOS merged, exposur",2017,The Astrophysical Journal,The American Astronomical Society
Stingray,apjl_853_2_L21.xml,"apjlaaa83b, 10.3847/2041-8213/aaa83b, aaa83b, LET35218",Stingray,0,monospace,p,Stingray,All simulated sets in this Letter were produced an,2018,The Astrophysical Journal Letters,The American Astronomical Society
Stingray,apjl_853_2_L21.xml,"apjlaaa83b, 10.3847/2041-8213/aaa83b, aaa83b, LET35218",Stingray,0,ext-link,p,https://github.com/StingraySoftware/notebooks/,The library is under heavy development. For this w,2018,The Astrophysical Journal Letters,The American Astronomical Society
Stingray,apjl_853_2_L21.xml,"apjlaaa83b, 10.3847/2041-8213/aaa83b, aaa83b, LET35218",Stingray,0,p,fn,The library is under heavy development. For this w,"
<label><sup>6</sup></label>
<p>The library is und",2018,The Astrophysical Journal Letters,The American Astronomical Society
Stingray,apjl_853_2_L21.xml,"apjlaaa83b, 10.3847/2041-8213/aaa83b, aaa83b, LET35218",stingray,0,monospace,p,stingray.simulate,We used the same procedure and algorithms describe,2018,The Astrophysical Journal Letters,The American Astronomical Society
Stingray,apjl_853_2_L21.xml,"apjlaaa83b, 10.3847/2041-8213/aaa83b, aaa83b, LET35218",stingray,0,monospace,p,stingray.Eventlist.simulate,We used the same procedure and algorithms describe,2018,The Astrophysical Journal Letters,The American Astronomical Society
Stingray,apjl_853_2_L21.xml,"apjlaaa83b, 10.3847/2041-8213/aaa83b, aaa83b, LET35218",Stingray,0,ext-link,p,https://github.com/StingraySoftware/HENDRICS/tree/master/notebooks,"
<ext-link ext-link-type=""uri"" xlink:href=""https:/",2018,The Astrophysical Journal Letters,The American Astronomical Society
Stingray,apjl_853_2_L21.xml,"apjlaaa83b, 10.3847/2041-8213/aaa83b, aaa83b, LET35218",stingray,0,monospace,p,stingray,We used the same procedure and algorithms describe,2018,The Astrophysical Journal Letters,The American Astronomical Society
Stingray,apjl_853_2_L21.xml,"apjlaaa83b, 10.3847/2041-8213/aaa83b, aaa83b, LET35218",stingray,0,p,ack,<italic>Software:</italic> Astropy (Astropy Collab,"
<p>We thank the anonymous referee for providing v",2018,The Astrophysical Journal Letters,The American Astronomical Society
Stingray,apjl_853_2_L21.xml,"apjlaaa83b, 10.3847/2041-8213/aaa83b, aaa83b, LET35218",Stingray,0,source,element-citation,"Stingray: Spectral-timing Software, Astrophysics Source Code Library","
<person-group person-group-type=""author"">
<name>
",2018,The Astrophysical Journal Letters,The American Astronomical Society
