Software_name,File_name,Article_id,Alias,ID,XML_tag1,XML_tag2,XML_tag1_content,XML_tag2_content,Publication_year,Journal_title,Publisher
SAOImage DS9,apj_707_2_1361.xml,"apj330884, ASJOAB, 10.1088/0004-637X/707/2/1361, 330884",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2009,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_709_2_1067.xml,"apj313996, ASJOAB, 10.1088/0004-637X/709/2/1067, 313996",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2010,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_710_2_964.xml,"apj334741, ASJOAB, 10.1088/0004-637X/710/2/964, 334741",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2010,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_724_1_267.xml,"apj368962, ASJOAB, 10.1088/0004-637X/724/1/267, 368962",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2010,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_732_2_124.xml,"apj387832, ASJOAB, 10.1088/0004-637X/732/2/124, 387832",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2011,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_733_2_124.xml,"apj389373, ASJOAB, 10.1088/0004-637X/733/2/124, 389373",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2011,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_734_2_87.xml,"apj390299, ASJOAB, 10.1088/0004-637X/734/2/87, 390299",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2011,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_737_1_46.xml,"apj395008, ASJOAB, 10.1088/0004-637X/737/1/46, 395008",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2011,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_744_2_126.xml,"apj414449, ASJOAB, 10.1088/0004-637X/744/2/126, 414449",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2012,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_747_1_28.xml,"apj417476, ASJOAB, 10.1088/0004-637X/747/1/28, 417476",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2012,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_755_2_85.xml,"apj435688, ASJOAB, 10.1088/0004-637X/755/2/85, 435688",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2012,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_759_1_34.xml,"apj445129, ASJOAB, 10.1088/0004-637X/759/1/34, 445129",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2012,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_765_1_28.xml,"apj459673, ASJOAB, 10.1088/0004-637X/765/1/28, 459673",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2013,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_767_2_166.xml,"apj465680, ASJOAB, 10.1088/0004-637X/767/2/166, 465680, ApJ90166",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2013,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_768_1_90.xml,"apj466543, ASJOAB, 10.1088/0004-637X/768/1/90, 466543, ApJ89875",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2013,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_773_1_45.xml,"apj478428, ASJOAB, 10.1088/0004-637X/773/1/45, 478428, ApJ91113",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2013,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_773_1_60.xml,"apj477709, ASJOAB, 10.1088/0004-637X/773/1/60, 477709",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2013,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_777_1_45.xml,"apj483838, ASJOAB, 10.1088/0004-637X/777/1/45, 483838, ApJ91368",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2013,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_788_1_55.xml,"apj495438, ASJOAB, 10.1088/0004-637X/788/1/55, 495438, ApJ93630",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2014,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_794_2_107.xml,"apj501339, ASJOAB, 10.1088/0004-637X/794/2/107, 501339, ApJ95510",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2014,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_811_2_145.xml,"apj519707, 10.1088/0004-637X/811/2/145, 519707, ApJ99511",2003ASPC..295..489J,1,ext-link,element-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_817_2_109.xml,"apj522306, 10.3847/0004-637X/817/2/109, 522306, ApJ100971",2003ASPC..295..489J,1,ext-link,element-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_826_2_150.xml,"apjaa259c, 10.3847/0004-637X/826/2/150, aa259c, AAS00322",2003ASPC..295..489J,1,ext-link,element-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_831_1_63.xml,"apjaa3ac2, 10.3847/0004-637X/831/1/63, aa3ac2, AAS00168",2003ASPC..295..489J,1,ext-link,element-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_833_2_176.xml,"apjaa48a8, 10.3847/1538-4357/833/2/176, aa48a8, AAS00863",2003ASPC..295..489J,1,ext-link,element-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_843_1_35.xml,"apjaa72f8, 10.3847/1538-4357/aa72f8, aa72f8, AAS04280",2003ASPC..295..489J,1,ext-link,element-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_846_2_93.xml,"apjaa859d, 10.3847/1538-4357/aa859d, aa859d, AAS06184",2003ASPC..295..489J,1,ext-link,element-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_847_2_122.xml,"apjaa83b8, 10.3847/1538-4357/aa83b8, aa83b8, AAS05194",2003ASPC..295..489J,1,ext-link,element-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_851_1_66.xml,"apjaa9af3, 10.3847/1538-4357/aa9af3, aa9af3, AAS05057",2003ASPC..295..489J,1,ext-link,element-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apj_857_2_144.xml,"apjaab719, 10.3847/1538-4357/aab719, aab719, AAS06333",2003ASPC..295..489J,1,ext-link,element-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2018,The Astrophysical Journal,The American Astronomical Society
SAOImage DS9,apjl_746_1_11.xml,"apjl419720, ASJOAB, 10.1088/2041-8205/746/1/L11, 419720",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2012,The Astrophysical Journal Letters,The American Astronomical Society
SAOImage DS9,apjl_781_1_12.xml,"apjl487036, ASJOAB, 10.1088/2041-8205/781/1/L12, 487036, LET31069",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2014,The Astrophysical Journal Letters,The American Astronomical Society
SAOImage DS9,apjl_824_1_L13.xml,"apjlaa2a14, 10.3847/2041-8205/824/1/L13, aa2a14, LET33823",2003ASPC..295..489J,1,ext-link,element-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal Letters,The American Astronomical Society
SAOImage DS9,apjl_853_2_L32.xml,"apjlaaa958, 10.3847/2041-8213/aaa958, aaa958, LET35334",2003ASPC..295..489J,1,ext-link,element-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2018,The Astrophysical Journal Letters,The American Astronomical Society
SAOImage DS9,apjs_184_1_172.xml,"apjs292434, ASJOAB, 10.1088/0067-0049/184/1/172, 292434",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2009,The Astrophysical Journal Supplement Series,The American Astronomical Society
SAOImage DS9,apjs_187_2_495.xml,"apjs329151, ASJOAB, 10.1088/0067-0049/187/2/495, 329151",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2010,The Astrophysical Journal Supplement Series,The American Astronomical Society
SAOImage DS9,apjs_192_1_9.xml,"apjs375720, ASJOAB, 10.1088/0067-0049/192/1/9, 375720",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2011,The Astrophysical Journal Supplement Series,The American Astronomical Society
SAOImage DS9,apjs_193_2_31.xml,"apjs385903, APJSA2, 10.1088/0067-0049/193/2/31, 385903",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2011,The Astrophysical Journal Supplement Series,The American Astronomical Society
SAOImage DS9,apjs_194_1_1.xml,"apjs384743, ASJOAB, 10.1088/0067-0049/194/1/1, 384743",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2011,The Astrophysical Journal Supplement Series,The American Astronomical Society
SAOImage DS9,apjs_194_1_15.xml,"apjs385911, ASJOAB, 10.1088/0067-0049/194/1/15, 385911",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2011,The Astrophysical Journal Supplement Series,The American Astronomical Society
SAOImage DS9,apjs_194_1_2.xml,"apjs384745, ASJOAB, 10.1088/0067-0049/194/1/2, 384745",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2011,The Astrophysical Journal Supplement Series,The American Astronomical Society
SAOImage DS9,apjs_194_2_32.xml,"apjs389058, ASJOAB, 10.1088/0067-0049/194/2/32, 389058",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2011,The Astrophysical Journal Supplement Series,The American Astronomical Society
SAOImage DS9,apjs_194_2_37.xml,"apjs390950, ASJOAB, 10.1088/0067-0049/194/2/37, 390950",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2011,The Astrophysical Journal Supplement Series,The American Astronomical Society
SAOImage DS9,apjs_200_2_21.xml,"apjs431849, ASJOAB, 10.1088/0067-0049/200/2/21, 431849",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2012,The Astrophysical Journal Supplement Series,The American Astronomical Society
SAOImage DS9,apjs_203_1_8.xml,"apjs444565, ASJOAB, 10.1088/0067-0049/203/1/8, 444565",2003ASPC..295..489J,1,ext-link,nlm-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name><",2012,The Astrophysical Journal Supplement Series,The American Astronomical Society
SAOImage DS9,apjs_221_2_28.xml,"apjs520644, 10.1088/0067-0049/221/2/28, 520644, ApJS99702",2003ASPC..295..489J,1,ext-link,element-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal Supplement Series,The American Astronomical Society
SAOImage DS9,apjs_235_2_43.xml,"apjsaaaf67, 10.3847/1538-4365/aaaf67, aaaf67, AAS08915",2003ASPC..295..489J,1,ext-link,element-citation,2003ASPC..295..489J,"
<person-group person-group-type=""author"">
<name>
",2018,The Astrophysical Journal Supplement Series,The American Astronomical Society
SAOImage DS9,10.1086_300572.xml,"AJ980242, 1998AJ....116.1977P",DS9,0,oasis:entry,oasis:row,DS91,"
<oasis:entry colname=""1"" colsep=""0"" rowsep=""0"" va",1998,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_300572.xml,"AJ980242, 1998AJ....116.1977P",DS9,0,oasis:entry,oasis:row,DS91,"
<oasis:entry colname=""1"" colsep=""0"" rowsep=""0"" va",1998,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_300572.xml,"AJ980242, 1998AJ....116.1977P",DS9,0,p,fn,"References.â€”(B81)
<xref ref-type=""bibr"" rid=""rf8"">","
<p>References.â€”(B81)
<xref ref-type=""bibr"" rid=""r",1998,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_301493.xml,"AJ990388, 2000AJ....120..810M",ds9,0,p,sec,The preliminary identification of DIRECT Cepheids ,"
<label>3.<x> </x></label>
<title>THE IDENTIFICATI",2000,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_301493.xml,"AJ990388, 2000AJ....120..810M",ds9,0,p,fn,SAO image ds9 was developed under a grant from NAS,"
<label>5</label>
<p>SAO image ds9 was developed u",2000,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_321118.xml,"AJ200579, 2001AJ....122..360J",DS9,0,oasis:entry,oasis:row,DS91,"
<oasis:entry align=""left"" colname=""1"" colsep=""0"" ",2001,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_321118.xml,"AJ200579, 2001AJ....122..360J",DS9,0,oasis:entry,oasis:row,DS91,"
<oasis:entry align=""left"" colname=""1"" colsep=""0"" ",2001,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_321118.xml,"AJ200579, 2001AJ....122..360J",DS9,0,p,fn,"References.â€”B81:
<xref ref-type=""bibr"" rid=""rf5"">B","
<p>References.â€”B81:
<xref ref-type=""bibr"" rid=""rf",2001,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_341821.xml,"AJ202055, 2002AJ....124.1528P",DS9,0,xref,p,CDS92,"However, the attempt to derive intrinsic colors wi",2002,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_341821.xml,"AJ202055, 2002AJ....124.1528P",DS9,0,xref,p,CDS92,"However, the attempt to derive intrinsic colors wi",2002,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_341821.xml,"AJ202055, 2002AJ....124.1528P",DS9,0,p,sec,"However, the attempt to derive intrinsic colors wi","
<label>5.1.<x> </x></label>
<title>RR Lyrae <ital",2002,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_341821.xml,"AJ202055, 2002AJ....124.1528P",DS9,0,citation,ref,"Caputo, F., & De Santis, R. 1992, AJ, 104, 253 (CDS92)","
<citation>Caputo, F., &amp; De Santis, R. 1992, AJ, 104, 253 (CDS92)</citation>
",2002,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_426562.xml,"AJ204300, 2005AJ....129..104W",DS9,0,p,sec,The overall context and background to this study a,"
<label>1.<x> </x></label>
<title>INTRODUCTION</ti",2005,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_426562.xml,"AJ204300, 2005AJ....129..104W",DS9,0,p,sec,The overall context and background to this study a,"
<label>1.<x> </x></label>
<title>INTRODUCTION</ti",2005,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_426562.xml,"AJ204300, 2005AJ....129..104W",DS9,0,xref,p,DS95,In this section we follow the well&hyphen;known pr,2005,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_426562.xml,"AJ204300, 2005AJ....129..104W",DS9,0,xref,p,DS95,"In the study of AGNs, shock&hyphen;related ionizat",2005,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_426562.xml,"AJ204300, 2005AJ....129..104W",DS9,0,xref,p,DS96,"In the study of AGNs, shock&hyphen;related ionizat",2005,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_426562.xml,"AJ204300, 2005AJ....129..104W",DS9,0,xref,p,DS95,"In the study of AGNs, shock&hyphen;related ionizat",2005,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_426562.xml,"AJ204300, 2005AJ....129..104W",DS9,0,xref,p,DS96,"In Figures <xref ref-type=""fig"" rid=""fg3"">3</xref>",2005,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_426562.xml,"AJ204300, 2005AJ....129..104W",DS9,0,p,sec,"In Figures <xref ref-type=""fig"" rid=""fg3"">3</xref>","
<label>4.3.<x> </x></label>
<title>Shock Velocity",2005,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_426562.xml,"AJ204300, 2005AJ....129..104W",DS9,0,xref,p,DS95,Emission&hyphen;line ratio&hyphen;ratio plots of t,2005,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_426562.xml,"AJ204300, 2005AJ....129..104W",DS9,0,xref,p,DS96,It is unclear how much significance to give to the,2005,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_426562.xml,"AJ204300, 2005AJ....129..104W",DS9,0,xref,p,DS96,"Turning to the shock models, although [Ne <sc>v</s",2005,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_426562.xml,"AJ204300, 2005AJ....129..104W",DS9,0,xref,p,DS96,"<xref ref-type=""fig"" rid=""fg6"">Figure 6</xref><ita",2005,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_426562.xml,"AJ204300, 2005AJ....129..104W",DS9,0,xref,p,DS96,Since the publication of photoionizing shock model,2005,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_426562.xml,"AJ204300, 2005AJ....129..104W",DS9,0,xref,p,DS95,Line ratios vs. kinematic parameters and nuclear d,2005,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_426562.xml,"AJ204300, 2005AJ....129..104W",DS9,0,citation,ref,"Dopita, M. A., & Sutherland, R. S. 1995, ApJ, 455, 468 (DS95)","
<citation>Dopita, M. A., &amp; Sutherland, R. S. 1995, ApJ, 455, 468 (DS95)</citation>
",2005,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_426562.xml,"AJ204300, 2005AJ....129..104W",DS9,0,citation,ref,"â€”â€”â€”. 1996, ApJS, 102, 161 (DS96)","
<citation>â€”â€”â€”. 1996, ApJS, 102, 161 (DS96)</citation>
",2005,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_500535.xml,"AJ204908, 2006AJ....131.2164T",ds9,0,ext-link,p,http://hea-www.harvard.edu/RD/ds9,"See <ext-link ext-link-type=""uri"" xlink:href=""http",2006,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_501528.xml,"AJ205118, 2006AJ....131.2580D",DS9,0,p,sec,The observations presented in this paper were take,"
<label>2.<x> </x></label>
<title>OBSERVATIONS</ti",2006,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_506562.xml,"AJ205243, 2006AJ....132.1384D",DS9,0,p,sec,The SBF reduction pipeline follows the analysis st,"
<label>2.2.<x> </x></label>
<title>SAPAC Outline<",2006,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_509657.xml,"AJ205527, 2007AJ....133..220G",DS9,0,p,sec,We obtained <italic>XMM&amp;hyphen;Newton</italic>,"
<label>3.1.<x> </x></label>
<title>X&amp;hyphen;R",2007,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_517609.xml,"AJ205698, 2007AJ....133.2716H",DS9,0,p,sec,"Due to the high contrast within the nebula, it was","
<label>2.1.<x> </x></label>
<title>The Transverse",2007,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,10.1086_521703.xml,"AJ205934, 2007AJ....134.1468C",ds9,0,p,sec,"We took multiple strings of 10,000 exposures store","
<label>2.1.3.<x> </x></label>
<title>Camera Selec",2007,The Astronomical Journal,The University of Chicago Press
SAOImage DS9,aj_136_6_2391.xml,"aj279914, ANJOAA, 10.1088/0004-6256/136/6/2391, 279914",ds9,0,p,sec,Areal photometry was performed on all cataloged EG,"<label>2.2.</label><title>Photometry</title>
<p>Ar",2008,The Astronomical Journal,The American Astronomical Society
SAOImage DS9,aj_136_6_2391.xml,"aj279914, ANJOAA, 10.1088/0004-6256/136/6/2391, 279914",ds9,0,ext-link,p,http://hea-www.harvard.edu/saord/funtools/ds9.html,"Available at <ext-link ext-link-type=""url"">http://",2008,The Astronomical Journal,The American Astronomical Society
SAOImage DS9,aj_136_6_2473.xml,"aj281332, ANJOAA, 10.1088/0004-6256/136/6/2473, 281332",DS9,0,p,sec,"Figure <xref ref-type=""fig"" rid=""aj281332f4"">4</xr",<label>2.1.</label><title>VLBA Observations</title,2008,The Astronomical Journal,The American Astronomical Society
SAOImage DS9,aj_137_1_118.xml,"aj282209, ANJOAA, 10.1088/0004-6256/137/1/118, 282209",DS9,0,td,tr,DS91,"
<td>6169.56</td>
<td>Caâ€‰<sc>i</sc></td>
<td>2.53<",2009,The Astronomical Journal,The American Astronomical Society
SAOImage DS9,aj_137_1_118.xml,"aj282209, ANJOAA, 10.1088/0004-6256/137/1/118, 282209",DS9,0,p,fn,<bold>References.</bold> BG80: Biemont & Godefroid,<p><bold>References.</bold> BG80: Biemont &amp; Go,2009,The Astronomical Journal,The American Astronomical Society
SAOImage DS9,aj_137_6_5134.xml,"aj286921, ANJOAA, 10.1088/0004-6256/137/6/5134, 286921",DS9,0,p,sec,Asteroid detection was performed using a three-col,"
<label>2.1.</label>
<title>LBT Observations</titl",2009,The Astronomical Journal,The American Astronomical Society
SAOImage DS9,aj_138_2_568.xml,"aj312473, ANJOAA, 10.1088/0004-6256/138/2/568, 312473",DS9,0,p,sec,"At this point, the absolute number of candidates i",<label>5.3.</label><title>Rejection of False Posit,2009,The Astronomical Journal,The American Astronomical Society
SAOImage DS9,aj_139_6_2184.xml,"aj341232, ANJOAA, 10.1088/0004-6256/139/6/2184, 341232",DS9,0,p,ack,We are grateful to the additional observers S. Piz,"
<p>We are grateful to the additional observers S.",2010,The Astronomical Journal,The American Astronomical Society
SAOImage DS9,aj_139_6_2208.xml,"aj341624, ANJOAA, 10.1088/0004-6256/139/6/2208, 341624",DS9,0,p,ack,The entire UCAC team is thanked for making this al,"
<p>The entire UCAC team is thanked for making thi",2010,The Astronomical Journal,The American Astronomical Society
SAOImage DS9,aj_140_1_75.xml,"aj327660, ANJOAA, 10.1088/0004-6256/140/1/75, 327660",DS9,0,p,sec,The third training set consists of 23 objects arou,"
<label>A.3.</label><title>Training Set 3: Crowded",2010,The Astronomical Journal,The American Astronomical Society
SAOImage DS9,aj_140_2_339.xml,"aj351251, ANJOAA, 10.1088/0004-6256/140/2/339, 351251",DS9,0,p,sec,We combined the multiple <italic>F</italic>467<ita,"
<label>2.2.</label><title>Measurement Procedure</",2010,The Astronomical Journal,The American Astronomical Society
SAOImage DS9,aj_140_2_339.xml,"aj351251, ANJOAA, 10.1088/0004-6256/140/2/339, 351251",DS9,0,p,sec,To investigate whether the arcs are expanding bubb,"
<label>3.4.</label><title>The Semi-circular Arcs<",2010,The Astronomical Journal,The American Astronomical Society
