Software_name,File_name,Article_id,Alias,ID,XML_tag1,XML_tag2,XML_tag1_content,XML_tag2_content,Publication_year,Journal_title,Publisher
Spec2d,apj_792_2_95.xml,"apj499876, ASJOAB, 10.1088/0004-637X/792/2/95, 499876, ApJ94828",10.1088/0067-0049/208/1/5,1,ext-link,nlm-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name><",2014,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_794_2_156.xml,"apj499219, ASJOAB, 10.1088/0004-637X/794/2/156, 499219, ApJ91874",10.1088/0067-0049/208/1/5,1,ext-link,nlm-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name><",2014,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_796_1_52.xml,"apj502043, ASJOAB, 10.1088/0004-637X/796/1/52, 502043, ApJ95223",10.1088/0067-0049/208/1/5,1,ext-link,nlm-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name><",2014,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_796_2_76.xml,"apj501902, ASJOAB, 10.1088/0004-637X/796/2/76, 501902, ApJ95270",10.1088/0067-0049/208/1/5,1,ext-link,nlm-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name><",2014,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_797_2_102.xml,"apj503702, ASJOAB, 10.1088/0004-637X/797/2/102, 503702, ApJ95329",10.1088/0067-0049/208/1/5,1,ext-link,nlm-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name><",2014,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_798_1_26.xml,"apj503851, ASJOAB, 10.1088/0004-637X/798/1/26, 503851, ApJ95287",10.1088/0067-0049/208/1/5,1,ext-link,nlm-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name><",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_799_1_72.xml,"apj505576, ASJOAB, 10.1088/0004-637X/799/1/72, 505576, ApJ96698",10.1088/0067-0049/208/1/5,1,ext-link,nlm-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name><",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_799_2_148.xml,"apj506158, ASJOAB, 10.1088/0004-637X/799/2/148, 506158, ApJ96539",10.1088/0067-0049/208/1/5,1,ext-link,nlm-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name><",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_800_1_20.xml,"apj506776, ASJOAB, 10.1088/0004-637X/800/1/20, 506776, ApJ96567",10.1088/0067-0049/208/1/5,1,ext-link,nlm-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name><",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_801_2_125.xml,"apj509281, 10.1088/0004-637X/801/2/125, 509281, ApJ97463",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_801_2_97.xml,"apj507620, ASJOAB, 10.1088/0004-637X/801/2/97, 507620, ApJ96536",10.1088/0067-0049/208/1/5,1,ext-link,nlm-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name><",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_803_2_105.xml,"apj510140, 10.1088/0004-637X/803/2/105, 510140, ApJ97652",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_803_2_51.xml,"apj509356, 10.1088/0004-637X/803/2/51, 509356, ApJ96054",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_805_1_45.xml,"apj511526, 10.1088/0004-637X/805/1/45, 511526, LET32427",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_805_2_143.xml,"apj510894, 10.1088/0004-637X/805/2/143, 510894, ApJ96934",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_806_1_136.xml,"apj514075, 10.1088/0004-637X/806/1/136, 514075, ApJ93407",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_806_2_189.xml,"apj514291, 10.1088/0004-637X/806/2/189, 514291, ApJ96336",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_808_1_95.xml,"apj516541, 10.1088/0004-637X/808/1/95, 516541, ApJ98716",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_808_2_139.xml,"apj515961, 10.1088/0004-637X/808/2/139, 515961, ApJ98650",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_810_1_56.xml,"apj518514, 10.1088/0004-637X/810/1/56, 518514, ApJ99267",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_810_1_60.xml,"apj517316, 10.1088/0004-637X/810/1/60, 517316, ApJ99207",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_810_2_90.xml,"apj518701, 10.1088/0004-637X/810/2/90, 518701, ApJ97753",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_811_2_90.xml,"apj519349, 10.1088/0004-637X/811/2/90, 519349, ApJ98004",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_811_2_91.xml,"apj519376, 10.1088/0004-637X/811/2/91, 519376, ApJ99513",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_813_1_53.xml,"apj520171, 10.1088/0004-637X/813/1/53, 520171, ApJ99512",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_813_2_126.xml,"apj519429, 10.1088/0004-637X/813/2/126, 519429, ApJ98702",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_814_1_26.xml,"apj520967, 10.1088/0004-637X/814/1/26, 520967, ApJ98444",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_814_2_104.xml,"apj520293, 10.1088/0004-637X/814/2/104, 520293, ApJ99476",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_814_2_108.xml,"apj521122, 10.1088/0004-637X/814/2/108, 521122, ApJ100034",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_814_2_84.xml,"apj521175, 10.1088/0004-637X/814/2/84, 521175, ApJ99672",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2015,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_817_1_11.xml,"apj521965, 10.3847/0004-637X/817/1/11, 521965, ApJ98644",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_817_2_172.xml,"apj522053, 10.3847/0004-637X/817/2/172, 522053, ApJ100615",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_818_1_88.xml,"apj522396, 10.3847/0004-637X/818/1/88, 522396, ApJ99598",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_819_2_135.xml,"apj522587, 10.3847/0004-637X/819/2/135, 522587, ApJ100675",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_821_1_55.xml,"apj522997, 10.3847/0004-637X/821/1/55, 522997, ApJ98840",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_822_1_30.xml,"apj523068, 10.3847/0004-637X/822/1/30, 523068, ApJ100897",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_822_1_51.xml,"apj522982, 10.3847/0004-637X/822/1/51, 522982, ApJ98088",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_822_2_103.xml,"apj523300, 10.3847/0004-637X/822/2/103, 523300, ApJ99543",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_823_1_11.xml,"apj523568, 10.3847/0004-637X/823/1/11, 523568, ApJ99789",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_823_2_157.xml,"apj523617, 10.3847/0004-637X/823/2/157, 523617, AAS00051",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_824_1_35.xml,"apj523654, 10.3847/0004-637X/824/1/35, 523654, ApJ99506",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_825_1_40.xml,"apjaa240c, 10.3847/0004-637X/825/1/40, aa240c, ApJ97731",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_826_1_62.xml,"apjaa24f5, 10.3847/0004-637X/826/1/62, aa24f5, ApJ100453",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_826_1_73.xml,"apj523580, 10.3847/0004-637X/826/1/73, 523580, ApJ101045",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_828_1_21.xml,"apjaa2fba, 10.3847/0004-637X/828/1/21, aa2fba, ApJ101357",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_828_2_67.xml,"apjaa2f42, 10.3847/0004-637X/828/2/67, aa2f42, ApJ102023",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_829_2_64.xml,"apjaa33a2, 10.3847/0004-637X/829/2/64, aa33a2, AAS00567",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_831_1_78.xml,"apjaa3b68, 10.3847/0004-637X/831/1/78, aa3b68, AAS00288",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_831_2_203.xml,"apjaa3b14, 10.3847/0004-637X/831/2/203, aa3b14, AAS00075",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_831_2_205.xml,"apjaa397c, 10.3847/0004-637X/831/2/205, aa397c, ApJ101653",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_832_1_67.xml,"apjaa3fa7, 10.3847/0004-637X/832/1/67, aa3fa7, AAS00955",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_833_1_16.xml,"apjaa461f, 10.3847/0004-637X/833/1/16, aa461f, AAS02222",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2016,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_834_1_87.xml,"apjaa4bcd, 10.3847/1538-4357/834/1/87, aa4bcd, AAS02221",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_834_1_9.xml,"apjaa4a49, 10.3847/1538-4357/834/1/9, aa4a49, AAS02760",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_834_2_205.xml,"apjaa4dc1, 10.3847/1538-4357/834/2/205, aa4dc1, AAS00192",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_835_2_144.xml,"apjaa5425, 10.3847/1538-4357/835/2/144, aa5425, AAS03348",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_838_1_11.xml,"apjaa5be7, 10.3847/1538-4357/aa5be7, aa5be7, AAS03066",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_838_1_63.xml,"apjaa64cf, 10.3847/1538-4357/aa64cf, aa64cf, AAS03874",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_838_2_110.xml,"apjaa667f, 10.3847/1538-4357/aa667f, aa667f, AAS03879",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_838_2_83.xml,"apjaa6570, 10.3847/1538-4357/aa6570, aa6570, AAS04067",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_838_2_87.xml,"apjaa63ec, 10.3847/1538-4357/aa63ec, aa63ec, AAS02756",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_840_2_78.xml,"apjaa6caf, 10.3847/1538-4357/aa6caf, aa6caf, AAS02326",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_841_1_7.xml,"apjaa6d66, 10.3847/1538-4357/aa6d66, aa6d66, AAS03735",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_841_2_111.xml,"apjaa6f08, 10.3847/1538-4357/aa6f08, aa6f08, AAS04749",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_841_2_83.xml,"apjaa6fae, 10.3847/1538-4357/aa6fae, aa6fae, AAS01248",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_843_1_46.xml,"apjaa740c, 10.3847/1538-4357/aa740c, aa740c, AAS04967",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_843_1_6.xml,"apjaa767b, 10.3847/1538-4357/aa767b, aa767b, AAS03546",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_845_1_74.xml,"apjaa7de2, 10.3847/1538-4357/aa7de2, aa7de2, AAS03213",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_847_1_4.xml,"apjaa8626, 10.3847/1538-4357/aa8626, aa8626, AAS05731",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_848_2_114.xml,"apjaa8b6c, 10.3847/1538-4357/aa8b6c, aa8b6c, AAS04880",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_850_1_5.xml,"apjaa9331, 10.3847/1538-4357/aa9331, aa9331, AAS03166",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_850_1_51.xml,"apjaa956d, 10.3847/1538-4357/aa956d, aa956d, AAS04735",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_850_1_66.xml,"apjaa937d, 10.3847/1538-4357/aa937d, aa937d, AAS06689",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2017,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_852_2_128.xml,"apjaa9f26, 10.3847/1538-4357/aa9f26, aa9f26, AAS05459",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2018,The Astrophysical Journal,The American Astronomical Society
Spec2d,apj_853_2_179.xml,"apjaaa4b4, 10.3847/1538-4357/aaa4b4, aaa4b4, AAS04005",10.1088/0067-0049/208/1/5,1,pub-id,element-citation,10.1088/0067-0049/208/1/5,"
<person-group person-group-type=""author"">
<name>
",2018,The Astrophysical Journal,The American Astronomical Society
